"C13"	"C14"	"C17"	"C19"	"C20"	"C21"	"C22"	"C23"	"Ds11"	"Ds12"	"Ds13"	"Ds15"	"Ds16"	"Ds17"	"Ds18"	"Ds19"
"ENSG00000188976"	32.4667428575736	20.3115862970005	68.2514909913951	48.9548683471931	56.1602393275827	50.4036370825216	60.0672227744994	58.6080902205521	69.3094873176196	54.1550422071666	54.4253352095774	35.9346648376646	40.0752382538643	44.9185361678054	44.4657697213756	55.1537816336826
"ENSG00000187961"	1.61411363638505	0.291205538308251	3.78717561592783	5.18978565542319	3.9284502386782	4.99923079663428	4.62645417965293	5.0210771533117	20.6101523242674	3.96405151291197	2.35152102099368	4.68713019621712	3.85616051543479	7.96106620841509	3.80640830299714	6.24950699740022
"ENSG00000188290"	1.52187857144876	0.800815230347691	7.57435123185567	8.79731958663199	5.86501021549139	9.17580336091102	5.26546718789228	5.42507186679655	5.88045897340595	4.48242747998507	3.06316554050493	5.68865374241736	5.18959919834214	11.132547868678	8.07419943059999	4.02829667904713
"ENSG00000187608"	0.876233116894743	1.23762353781007	3.15597967993986	3.63917896569309	3.37514738816014	4.99923079663428	5.23990666756271	2.56825210715369	2.6833162305833	4.14700773658483	3.37257620116199	2.72414404566465	8.75744864720236	3.94817104644976	5.36357533604142	2.89886770361335
"ENSG00000188157"	21.6752402600279	20.1659835278464	59.4147478875635	66.7077326928785	59.9226987111054	65.4646108749134	55.1851633915507	65.0720056363097	187.204125959205	64.4615761407377	53.6827496240005	74.7937784302339	50.9229421337323	164.528701640578	202.604732854984	104.77336128774
"ENSG00000131591"	3.68940259745155	2.47524707562014	7.79389764437322	7.81632351761907	6.63963420621667	8.60627073850965	5.21434614723314	6.34848835476192	15.0151525243278	7.16578542718702	7.797148648558	10.6962714734186	8.6493319972369	18.2522005753907	23.8765611733457	18.1461588719693
"ENSG00000078808"	38.1391993511554	38.220726902958	53.1302318292484	49.0814484851303	53.8087022128809	48.4102729041168	48.2838229025657	49.7490632891343	147.753668186161	56.1065752596771	54.2396888131832	60.5320831323425	54.8872192991325	69.8373206412998	81.8377785144384	78.0435422024738
"ENSG00000176022"	9.77691688324661	7.57134399601453	15.2584756699701	15.1263264834895	13.1409426998038	16.9910565683076	16.1031278076317	15.0632314599351	13.9874994998491	12.7764429531547	12.1907800298883	10.7763933571146	11.5684815463044	19.2877864236398	16.95581880426	13.7037382352631
"ENSG00000160087"	8.53174350660671	5.0960969203944	12.843465132277	13.7339449661809	13.2516032699074	13.668782937633	14.9529043928009	13.5915364322403	36.652957873074	14.4840343741014	14.5113599848163	17.9473019479083	14.2353589121191	27.4430249786016	24.7416539694814	18.3343970345416
"ENSG00000162572"	2.85928701302495	3.1304595368137	7.95855745376139	7.02519765551188	8.85284560828889	8.32150442730896	5.31658822855143	10.0132975413745	32.1427029323063	7.37923435480535	5.13621696690725	11.0568199500506	7.35193219765137	19.9350275787955	22.60775840568	13.5531477052053
"ENSG00000131584"	37.9086116888147	23.9516555258537	114.959990254505	94.2705577286931	106.095821586837	102.547512733492	81.5380598513417	94.1884817724678	345.462691728926	92.6978199942491	81.5915912152676	146.983595640347	91.3946081041366	288.669555199441	282.135597246394	158.534180518387
"ENSG00000169972"	0.184470129872577	0	3.18342298150456	2.49995772425873	3.40281253068604	3.5121178381418	2.50493099229827	2.94339005538962	5.82336713871269	2.19547468407432	2.19681569066515	3.68560665001688	2.37856629924015	5.24265335676115	5.88263101372285	3.76476325144591
"ENSG00000127054"	21.1679474028783	18.0547433751116	38.0089726671018	31.3285841394449	36.3243321365104	33.8239096303927	31.3627584443875	34.0221262284741	145.412902963737	40.6467743593204	38.98574324279	41.583257638234	44.4719820191264	58.8989451191685	89.2775765612055	52.3302091950982
"ENSG00000224051"	3.55105000004712	1.31042492238713	14.6821663371115	11.2339872419221	11.4810341482497	14.0801120538117	13.7004388966518	11.9178440478031	29.0597438588702	12.8069356571002	9.90114114102603	13.0198061006031	10.8477038798679	24.530439780401	17.4172016288657	14.2308050904655
"ENSG00000107404"	18.4931305197259	11.7210229169071	55.1884794466005	49.5877690368789	43.8769160460818	63.5661688002422	54.3672267410043	51.3073286125759	154.090861837113	47.8430524904529	44.1219602096972	61.0128144345186	56.3287746320053	152.360567923651	87.2013538504798	58.466773294955
"ENSG00000162576"	0.691762987022166	0.728013845770628	3.59507250497497	1.51896165524581	1.63224340902826	2.46797469707262	2.3771283906504	1.41398149719697	12.7885709712906	4.11651503263935	3.55822259755623	5.16786149839324	4.57693818187119	5.11320512573001	4.67150109913285	2.25885795086755
"ENSG00000175756"	8.39339090920228	3.78567199800727	24.2873218847546	18.6072802767612	23.0727288666029	26.9895181615762	23.5412392235378	22.2774227721646	23.350560389544	22.2901665841434	20.544867867629	16.785534634316	19.8574247103231	16.5693735719859	13.6684661789443	16.5273106738476
"ENSG00000221978"	50.2219928578092	45.2824612069331	58.9482117609637	49.7776392437846	59.75670785595	46.7333157381572	48.5905491465205	53.2407318842534	128.799179067998	58.9423967266064	62.6556587830553	86.8921828683328	60.5813628639801	116.179787350448	144.989552632345	68.2551577487144
"ENSG00000242485"	22.0902980522412	15.069886607452	29.1447862617055	22.8477148976557	27.2778305305401	26.5465483441529	27.3241962323148	23.3739798516234	24.0927542405564	25.9187983536552	22.7107424922285	16.70541275062	20.7223579100467	16.1810288788925	20.58920854803	20.5932549854091
"ENSG00000235098"	5.48798636370918	4.73208999750908	8.91907300852569	6.48723206927898	10.5127541598431	7.4672054937069	5.34214874888101	5.45392863204547	11.1899995998793	12.5629940255364	8.10655930921506	7.25103047448974	12.433414746028	18.2522005753907	34.4883661392771	6.70127858757373
"ENSG00000179403"	4.51951818187815	1.82003461442657	42.3450143143235	15.5377119317853	26.752192822548	22.4648978836097	16.9466249785077	11.7158466910606	80.4994869174989	37.292576925318	38.0575112608188	28.0025983517587	30.2005842236855	43.5593297419785	240.438124472652	25.4874472122888
"ENSG00000215915"	0.184470129872577	0.728013845770628	1.81125790326983	2.18350737941585	1.71523883660597	2.08828628213837	0.30672624395489	1.15427060995671	16.0428055488065	2.37843090774718	3.55822259755623	3.16481440599276	3.09934396567656	7.24910093774382	11.0731877905371	3.16240113121457
"ENSG00000160072"	6.08751428579506	3.42166507512195	12.4043723072419	11.0757620695007	11.7023552884569	9.36564756837814	10.863221140069	11.4561358038204	22.3799991997586	12.1360961702997	13.799715465305	19.7500443310687	13.9830867288663	33.0740230284562	36.5069159969271	21.1956171056405
"ENSG00000197785"	4.98069350655959	3.78567199800727	10.3461246898898	8.48086924178911	9.59980445648827	9.49221037335623	8.10268494447502	9.69587312363639	13.9304076651558	9.5442163349342	9.99396433922315	8.53298061362604	9.18991524706421	12.3623060634738	12.0536262928243	14.3061003554945
"ENSG00000205090"	2.02917142859835	0.873616614924754	6.61383567709136	7.08848772448045	6.05866621317271	8.03673811610827	6.54349320437099	5.8290665802814	9.59142822846795	6.76938027589582	5.60033295789285	6.6901772886176	4.46882153190573	8.21996267047736	4.67150109913285	7.04010728020386
"ENSG00000160075"	51.8361064941943	37.9295213646497	61.9944182346447	49.2396736575517	52.2041239463786	52.7766896758606	55.8497369201196	50.7590500728465	65.9981609054104	43.2691468986314	45.6999545790483	43.9869141491145	52.1122252833523	63.1060126276806	43.0816212475585	52.8196284177862
"ENSG00000228594"	2.30587662340722	1.60163046069538	11.3615268477835	8.70238448317913	9.59980445648827	14.2699562612789	14.1349677422545	13.9955311457251	9.13469355092186	12.6544721373728	10.4890213962744	11.6176731359228	7.96459321412231	20.0644758098266	10.6118049659314	13.9296240303499
"ENSG00000197530"	24.3961746756484	14.3418727616814	49.4253861180147	40.7271593812783	43.5172691932451	45.5309690908654	45.0120763003802	47.5848058954655	141.930301047448	44.9157529116871	41.1516178673894	56.6461717730856	42.2736101364954	94.5619327682475	76.877913149927	64.3774515997251
"ENSG00000248333"	34.7726194809809	38.5119324412662	23.5189094409431	24.7147719322287	23.9856785699577	20.5031744064494	22.748863093321	20.2574492047403	54.6368858014514	19.5153305251051	20.2354572069719	19.1491302033486	21.6233299930923	33.850712414643	39.5059043568642	21.9109221234152
"ENSG00000189339"	28.6851051951858	17.5451336830721	43.6074061862995	51.1700207610933	46.5881000136203	51.3844988211017	49.5362883987148	60.9454882057144	58.918773403446	55.8931263320587	35.396579579168	39.1395401855054	50.0940478173304	112.749409228123	82.8758898698013	62.64566050406
"ENSG00000008128"	0.830115584426599	4.51368584377789	1.975917712658	2.46831268977444	1.90889483428729	1.17070594604727	1.07354185384212	1.50055179294373	9.36306088969491	0.975766526255253	1.67081756754814	3.40518005708081	2.16233299930923	3.49510223784077	4.49848253990571	1.46825766806391
"ENSG00000215790"	17.8013675327037	25.4076832173949	21.8997546486262	30.3792331049162	20.3892100415904	23.6672445309015	18.1990904746568	27.2696431602273	45.4451004158363	23.1744549985623	35.7369313058908	48.1532521013075	23.4973519258269	34.8215741473766	32.4698162816271	25.0356756221153
"ENSG00000008130"	9.73079935077846	8.37215922636222	15.807341701264	17.5629941387797	15.1328329616688	16.5164460496398	15.2340701164262	15.9866479479005	44.9312739035969	15.3073373806293	16.86288100581	18.6683989011725	19.0285303939212	43.4298815109473	26.7025309740557	23.4921226890225
"ENSG00000078369"	494.287712993571	455.299859144951	488.380994645302	487.83985160978	461.64823332974	486.191015323306	481.636884570167	476.742618677371	299.617948470237	425.190263815727	434.845742487437	366.597678851136	433.079260878316	447.631982905681	256.586523333852	374.669238783897
"ENSG00000142609"	8.07056818192527	8.51776199551635	10.5931144039721	9.08212489699058	11.1213872954129	9.23908476340006	10.9399027010578	11.8312737520563	30.8295907343613	8.41598628895156	9.80831794282891	12.418891972883	11.027898296477	13.9156848358475	6.63237810370713	11.3319373868522
"ENSG00000187730"	17.6630149352993	6.2609190736274	48.7393035788973	40.695514346794	53.0894085072074	52.0805942484812	56.309826286052	57.6269602020889	42.1908658383203	36.4692739187901	35.9225777022851	27.2815013984945	27.8580568077672	27.5077490941172	12.5726819705057	42.1653484161942
"ENSG00000067606"	110.58984285861	78.1158856511884	137.38116763286	144.048196972478	131.298766427935	149.027702861693	142.959990203308	134.703380181948	123.089995598672	119.043516203141	117.576051049684	97.1878449232713	117.955265112318	128.671541644953	125.265436880451	124.425425460287
"ENSG00000162585"	3.59716753251526	1.74723322984951	6.97059859743239	4.49359489676886	5.53302850518056	7.15079848126169	6.00672227744994	6.17534776326842	23.0080093813844	7.65366869031464	8.69443956446348	9.01371191580216	10.3791983966843	18.5758211529685	17.35952877579	10.5036894715341
"ENSG00000157933"	55.3871564942414	58.3867104308044	69.3766663555476	69.1444003481687	63.8234838072577	75.2732282607149	67.1219263854618	76.6435685011257	244.866878999399	75.9573255281824	72.0926839330958	88.0940111237731	87.5384475887018	214.107374125505	126.418893941965	94.9849768339804
"ENSG00000116151"	7.56327532477568	5.53290522785677	12.2671557994184	11.8352428971236	11.5086992907756	10.7261977218925	13.5215152543447	14.0821014414719	15.5860708712604	12.1970815781907	13.490304804648	16.1445595647479	8.75744864720236	13.6567883737852	11.4768977620671	10.8048705316498
"ENSG00000157916"	35.141559740726	31.7414036755994	49.3156129117559	42.9106667606942	47.1967331491902	47.0813634518469	41.7914507388538	46.0265405720239	69.7662219951657	45.1292018393055	47.1851257502022	58.448914156246	42.5258823197481	64.2063225914452	70.014843633917	43.7465489818015
"ENSG00000157911"	9.4540941559696	8.95457030297873	15.7524550981346	14.3984906903509	14.1922181157881	17.1809007757748	14.646178148846	15.092088225184	17.4130095814448	12.7764429531547	13.2427762761223	16.1445595647479	13.2262701791081	19.4819587701865	23.0691412302857	13.0260808500029
"ENSG00000149527"	26.4253461042467	31.5229995218682	54.337737098095	66.0115419342242	51.9828028061713	64.4837491363333	51.5300089844216	49.86449035013	209.013206812031	49.703107431127	40.6875018764038	64.8987257937755	49.2291146176067	119.998510165866	139.510631590153	62.0809460163431
"ENSG00000157881"	9.31574155856516	4.95049415124027	23.5189094409431	20.126241932007	18.8952923451916	21.4840361450296	18.8892245235553	18.8146109422944	37.966070071019	19.0274472619774	16.3678239487587	17.9473019479083	19.3168414604957	25.1776809355567	22.60775840568	24.7344945619996
"ENSG00000197921"	0.783998051958454	1.09202076865594	3.01876317211639	2.02528220699441	1.63224340902826	3.63868064311989	1.4825101791153	2.4239682809091	0.0570918346932616	1.3111862696555	0.990114114102603	3.68560665001688	0.684738783114588	3.49510223784077	6.57470525063142	1.20472424046269
"ENSG00000157873"	5.7185740260499	8.44496061093929	8.04088735845547	8.44922420730482	7.74623990725278	9.3023661658891	7.31030881425822	9.43616223639613	28.7171928507106	6.73888757195034	7.48773798790093	7.81188366036187	6.30680458131857	17.0871664961104	7.15143378138856	8.88484127341235
"ENSG00000157870"	13.2818493508256	7.93535091889985	35.2920858121971	25.4742527598516	27.2501653880142	35.9754773150201	32.6407844608662	34.6569750639503	61.316630460563	30.4317185375857	32.0549444440718	32.5294847805838	33.6603170225803	51.2614994883313	24.8569996756328	41.7135768260207
"ENSG00000215912"	0.968468181831032	2.76645261392839	3.01876317211639	3.32272862085021	3.07083082037521	3.41719573440824	3.19506504119677	2.27968445466451	6.05173447748573	3.29321202611148	3.12504767263634	4.76725207991314	2.88311066574563	7.31382505325939	4.55615539298142	4.40477300419172
"ENSG00000142611"	9.50021168843774	12.8130436855631	12.3494857041125	12.4048535178408	11.370373578146	15.3457401035926	17.5345169460879	15.2940855819264	69.9374974992455	17.6247828804855	20.9161606604175	30.9270471066634	15.1002921118428	87.3128318305037	35.8725146130942	21.1956171056405
"ENSG00000130762"	0.461175324681444	0	1.15261866571717	0.537965586232891	0.553302850518056	1.10742454355823	1.04798133351254	1.21198414045455	8.84923437745555	1.21970815781907	1.57799436935102	1.64249861576839	1.44155533287282	5.30737747227672	5.19055677681428	1.54355293309282
"ENSG00000162591"	1.19905584417175	1.164822153233	4.06160863157478	2.0569272414787	3.90078509615229	2.97422591698495	3.11838348020805	2.68367916814936	14.9580606896345	3.47616824978434	4.73398310805307	3.44524099892882	4.03635493204389	11.7150649083181	7.09376092831284	6.09891646734238
"ENSG00000158109"	50.0375227279366	44.8456528994707	67.7026249601012	59.3027946235552	58.041469019344	66.1607063022929	70.0358257030333	71.651348113063	46.5869371097015	65.7117770025022	69.2461058550508	57.5675734355898	66.4917397287587	47.3133284418815	29.5285007747657	74.0905407884556
"ENSG00000116213"	5.99527922085877	4.65928861293202	9.87958856329	9.43022027631774	9.21249246112563	6.83439146881648	7.05470361096248	8.71474310517318	14.3300505080087	7.92810302582393	8.66349849839777	11.1770027755947	7.49608773093865	11.0678237531624	18.0516030126985	11.7084137119968
"ENSG00000130764"	40.8601337667759	29.1205538308251	47.422025103792	49.9991544851746	49.6036005489437	51.4794209248353	45.7277708696082	47.9022303132036	55.6645388259301	49.8250782469089	43.6887852847773	33.250581733848	39.2823828207843	37.1516423059371	40.7170342714542	46.7960072154727
"ENSG00000116198"	44.3650662343549	44.1176390537001	40.0397769828892	34.2715723464836	43.544934335771	32.5582815806119	35.7591679410743	40.6591822357252	69.9374974992455	41.2871211421754	42.2654962457549	47.2719113806513	35.5703778386368	47.7663972504905	97.3517759918055	45.1395113848365
"ENSG00000169598"	2.9054045454931	5.46010384327971	5.59843351919767	4.99991544851746	6.25232221085403	4.58790168045551	5.39326978954016	5.16536097955629	15.9857137141133	5.91558456542247	7.85903078068941	10.0152354620024	6.95550448111134	12.2328578324427	12.0536262928243	9.44955576112924
"ENSG00000198912"	12.5439688313353	5.82411076616502	10.0442483726782	9.46186531080203	9.37848331628104	8.73283354348773	8.8183795137031	9.34959194064938	7.47903034481727	7.77563950609655	8.75632169659489	8.45285872993002	7.85647656415685	9.57916909630433	18.8013501026828	10.0519178813606
"ENSG00000196581"	208.220659093672	237.041308182917	164.357933070955	212.559696630961	164.192620891233	188.8317050273	172.968041070229	186.674414395249	159.057851455427	154.445545483839	163.585416289389	155.877124730605	170.175607045636	154.949532544274	74.7440175861256	190.271134728076
"ENSG00000131697"	14.2964350651248	10.9202076865594	21.3508886173323	20.4743373113342	18.7569666325621	21.0094256263618	20.8573845889325	21.2097224579546	63.3719365095204	21.0399657223789	21.6896873120601	35.0132631751604	20.3980079601504	48.2841901746151	33.6232733431414	30.5322299692264
"ENSG00000069424"	100.121162988341	101.12112317754	197.152678440765	166.579461525291	174.041411630454	212.783715869402	205.813309693731	226.496750438756	253.031011360536	212.137741348681	188.988031529334	220.615606756989	195.583019787519	251.323740546958	112.173699232264	204.125463493397
"ENSG00000116254"	288.649635718116	307.513048453513	344.90741406508	400.056525950365	366.03750076022	375.828249382418	342.919940741567	401.85931285643	803.681756977044	347.830273906052	298.828816062592	465.668388041263	315.520423482538	519.346302896932	195.337953367444	451.244523318307
"ENSG00000116251"	49.2996422084463	32.8334244442553	50.9347677040729	44.2714032435185	47.0307422940347	40.7215825016982	49.5362883987148	41.4671716626949	32.8278049486254	41.0431795106116	39.9758573568926	28.3230858865428	40.147316020508	23.2359574700896	33.2772362246871	34.5605266482735
"ENSG00000158286"	10.5147974027369	9.75538553332642	8.94651631009039	8.92389972456914	11.8960112861382	8.47970793353156	10.6587369774324	10.7635734378463	23.2934685548507	11.4957493874447	10.4890213962744	15.3433407277877	8.00063209744413	15.7279600702835	7.03608807523713	20.4426644553513
"ENSG00000116237"	30.7603941562523	34.6534590586819	41.4119420611239	48.3536126919916	43.7385903334523	55.0231794642216	47.5936888536671	44.8722699620672	45.388008581143	36.1338541753898	28.2182522519242	33.6511911523281	32.6872671728911	46.8602596332725	34.3730204331257	34.2216979556434
"ENSG00000158292"	4.51951818187815	4.07687753631552	12.1299392915949	13.9238151730866	12.0066718562418	12.5929990953193	20.7040214669551	13.8223905542316	51.6110185627085	9.20879659153395	8.57067530020066	20.991933528357	9.33407078035149	14.1098571823942	11.1308606436128	16.4143677763042
"ENSG00000097021"	38.2314344160917	22.7140319880436	62.7079440753268	61.5179470374554	58.4011158721808	74.8302584432916	68.2721498002927	65.7645680022837	41.7912229954675	61.0768860027898	52.4760480474379	44.1070969746586	42.0934157198863	27.5724732096327	29.0671179501599	65.356290045101
"ENSG00000215788"	8.71621363647929	8.51776199551635	12.9806816401005	13.1010442764951	14.1092226882104	9.46056967211171	10.9399027010578	13.7358202584849	74.5619361093997	13.3862970320643	12.9333656154652	32.2490581876477	18.3798304941284	31.0028513319579	6.57470525063142	29.1392675661914
"ENSG00000171680"	40.3528409096263	38.6575352104204	66.9616558178544	58.8281191062909	66.3686769196408	61.2247569081477	63.1856062547074	61.6091938064396	293.908765000911	62.5405357921726	54.1468656149861	101.995157945032	67.6449839950569	141.098571823942	40.6593614183785	92.3872901904827
"ENSG00000162408"	39.7533129875404	42.8072141313129	41.1649523470417	43.3220522089899	44.0429069012372	38.3801706096037	44.5519869344478	45.8245432152815	35.9107640220616	42.8727417473402	39.6355056301698	46.3905706599951	34.9937557054876	49.3845001383798	46.4266467259499	41.6382815609918
"ENSG00000204859"	5.81080909098619	3.49446645969901	12.2397124978537	10.2529911729092	11.6470250034051	8.89103704971033	11.2977499856718	11.4849925690693	15.7573463753402	12.1056034663542	11.2934891139828	13.8610858794113	10.3071206300406	14.8218224530655	17.5902201880928	13.779033500292
"ENSG00000162413"	12.5439688313353	9.02737168755579	30.8188276571519	22.4679744838443	23.5153711470174	29.9953847798057	28.1165723625316	27.6736378737122	144.099790765792	30.6756601691495	37.2221024770447	43.4661219050904	37.9129052545551	85.6300048270989	72.033393491567	37.6476325144591
