Ensembl	C13	C14	C17	C19	C20	C21	C22	C23	Ds11	Ds12	Ds13	Ds15	Ds16	Ds17	Ds18	Ds19
ENSG00000188976	32.46674286	20.3115863	68.25149099	48.95486835	56.16023933	50.40363708	60.06722277	58.60809022	69.30948732	54.15504221	54.42533521	35.93466484	40.07523825	44.91853617	44.46576972	55.15378163
ENSG00000187961	1.614113636	0.291205538	3.787175616	5.189785655	3.928450239	4.999230797	4.62645418	5.021077153	20.61015232	3.964051513	2.351521021	4.687130196	3.856160515	7.961066208	3.806408303	6.249506997
ENSG00000188290	1.521878571	0.80081523	7.574351232	8.797319587	5.865010215	9.175803361	5.265467188	5.425071867	5.880458973	4.48242748	3.063165541	5.688653742	5.189599198	11.13254787	8.074199431	4.028296679
ENSG00000187608	0.876233117	1.237623538	3.15597968	3.639178966	3.375147388	4.999230797	5.239906668	2.568252107	2.683316231	4.147007737	3.372576201	2.724144046	8.757448647	3.948171046	5.363575336	2.898867704
ENSG00000188157	21.67524026	20.16598353	59.41474789	66.70773269	59.92269871	65.46461087	55.18516339	65.07200564	187.204126	64.46157614	53.68274962	74.79377843	50.92294213	164.5287016	202.6047329	104.7733613
ENSG00000131591	3.689402597	2.475247076	7.793897644	7.816323518	6.639634206	8.606270739	5.214346147	6.348488355	15.01515252	7.165785427	7.797148649	10.69627147	8.649331997	18.25220058	23.87656117	18.14615887
ENSG00000078808	38.13919935	38.2207269	53.13023183	49.08144849	53.80870221	48.4102729	48.2838229	49.74906329	147.7536682	56.10657526	54.23968881	60.53208313	54.8872193	69.83732064	81.83777851	78.0435422
ENSG00000176022	9.776916883	7.571343996	15.25847567	15.12632648	13.1409427	16.99105657	16.10312781	15.06323146	13.9874995	12.77644295	12.19078003	10.77639336	11.56848155	19.28778642	16.9558188	13.70373824
ENSG00000160087	8.531743507	5.09609692	12.84346513	13.73394497	13.25160327	13.66878294	14.95290439	13.59153643	36.65295787	14.48403437	14.51135998	17.94730195	14.23535891	27.44302498	24.74165397	18.33439703
ENSG00000162572	2.859287013	3.130459537	7.958557454	7.025197656	8.852845608	8.321504427	5.316588229	10.01329754	32.14270293	7.379234355	5.136216967	11.05681995	7.351932198	19.93502758	22.60775841	13.55314771
ENSG00000131584	37.90861169	23.95165553	114.9599903	94.27055773	106.0958216	102.5475127	81.53805985	94.18848177	345.4626917	92.69781999	81.59159122	146.9835956	91.3946081	288.6695552	282.1355972	158.5341805
ENSG00000169972	0.18447013	0	3.183422982	2.499957724	3.402812531	3.512117838	2.504930992	2.943390055	5.823367139	2.195474684	2.196815691	3.68560665	2.378566299	5.242653357	5.882631014	3.764763251
ENSG00000127054	21.1679474	18.05474338	38.00897267	31.32858414	36.32433214	33.82390963	31.36275844	34.02212623	145.412903	40.64677436	38.98574324	41.58325764	44.47198202	58.89894512	89.27757656	52.3302092
ENSG00000224051	3.55105	1.310424922	14.68216634	11.23398724	11.48103415	14.08011205	13.7004389	11.91784405	29.05974386	12.80693566	9.901141141	13.0198061	10.84770388	24.53043978	17.41720163	14.23080509
ENSG00000107404	18.49313052	11.72102292	55.18847945	49.58776904	43.87691605	63.5661688	54.36722674	51.30732861	154.0908618	47.84305249	44.12196021	61.01281443	56.32877463	152.3605679	87.20135385	58.46677329
ENSG00000162576	0.691762987	0.728013846	3.595072505	1.518961655	1.632243409	2.467974697	2.377128391	1.413981497	12.78857097	4.116515033	3.558222598	5.167861498	4.576938182	5.113205126	4.671501099	2.258857951
ENSG00000175756	8.393390909	3.785671998	24.28732188	18.60728028	23.07272887	26.98951816	23.54123922	22.27742277	23.35056039	22.29016658	20.54486787	16.78553463	19.85742471	16.56937357	13.66846618	16.52731067
ENSG00000221978	50.22199286	45.28246121	58.94821176	49.77763924	59.75670786	46.73331574	48.59054915	53.24073188	128.7991791	58.94239673	62.65565878	86.89218287	60.58136286	116.1797874	144.9895526	68.25515775
ENSG00000242485	22.09029805	15.06988661	29.14478626	22.8477149	27.27783053	26.54654834	27.32419623	23.37397985	24.09275424	25.91879835	22.71074249	16.70541275	20.72235791	16.18102888	20.58920855	20.59325499
ENSG00000235098	5.487986364	4.732089998	8.919073009	6.487232069	10.51275416	7.467205494	5.342148749	5.453928632	11.1899996	12.56299403	8.106559309	7.251030474	12.43341475	18.25220058	34.48836614	6.701278588
ENSG00000179403	4.519518182	1.820034614	42.34501431	15.53771193	26.75219282	22.46489788	16.94662498	11.71584669	80.49948692	37.29257693	38.05751126	28.00259835	30.20058422	43.55932974	240.4381245	25.48744721
ENSG00000215915	0.18447013	0.728013846	1.811257903	2.183507379	1.715238837	2.088286282	0.306726244	1.15427061	16.04280555	2.378430908	3.558222598	3.164814406	3.099343966	7.249100938	11.07318779	3.162401131
ENSG00000160072	6.087514286	3.421665075	12.40437231	11.07576207	11.70235529	9.365647568	10.86322114	11.4561358	22.3799992	12.13609617	13.79971547	19.75004433	13.98308673	33.07402303	36.506916	21.19561711
ENSG00000197785	4.980693507	3.785671998	10.34612469	8.480869242	9.599804456	9.492210373	8.102684944	9.695873124	13.93040767	9.544216335	9.993964339	8.532980614	9.189915247	12.36230606	12.05362629	14.30610036
ENSG00000205090	2.029171429	0.873616615	6.613835677	7.088487724	6.058666213	8.036738116	6.543493204	5.82906658	9.591428228	6.769380276	5.600332958	6.690177289	4.468821532	8.21996267	4.671501099	7.04010728
ENSG00000160075	51.83610649	37.92952136	61.99441823	49.23967366	52.20412395	52.77668968	55.84973692	50.75905007	65.99816091	43.2691469	45.69995458	43.98691415	52.11222528	63.10601263	43.08162125	52.81962842
ENSG00000228594	2.305876623	1.601630461	11.36152685	8.702384483	9.599804456	14.26995626	14.13496774	13.99553115	9.134693551	12.65447214	10.4890214	11.61767314	7.964593214	20.06447581	10.61180497	13.92962403
ENSG00000197530	24.39617468	14.34187276	49.42538612	40.72715938	43.51726919	45.53096909	45.0120763	47.5848059	141.930301	44.91575291	41.15161787	56.64617177	42.27361014	94.56193277	76.87791315	64.3774516
ENSG00000248333	34.77261948	38.51193244	23.51890944	24.71477193	23.98567857	20.50317441	22.74886309	20.2574492	54.6368858	19.51533053	20.23545721	19.1491302	21.62332999	33.85071241	39.50590436	21.91092212
ENSG00000189339	28.6851052	17.54513368	43.60740619	51.17002076	46.58810001	51.38449882	49.5362884	60.94548821	58.9187734	55.89312633	35.39657958	39.13954019	50.09404782	112.7494092	82.87588987	62.6456605
ENSG00000008128	0.830115584	4.513685844	1.975917713	2.46831269	1.908894834	1.170705946	1.073541854	1.500551793	9.36306089	0.975766526	1.670817568	3.405180057	2.162332999	3.495102238	4.49848254	1.468257668
ENSG00000215790	17.80136753	25.40768322	21.89975465	30.3792331	20.38921004	23.66724453	18.19909047	27.26964316	45.44510042	23.174455	35.73693131	48.1532521	23.49735193	34.82157415	32.46981628	25.03567562
ENSG00000008130	9.730799351	8.372159226	15.8073417	17.56299414	15.13283296	16.51644605	15.23407012	15.98664795	44.9312739	15.30733738	16.86288101	18.6683989	19.02853039	43.42988151	26.70253097	23.49212269
ENSG00000078369	494.287713	455.2998591	488.3809946	487.8398516	461.6482333	486.1910153	481.6368846	476.7426187	299.6179485	425.1902638	434.8457425	366.5976789	433.0792609	447.6319829	256.5865233	374.6692388
ENSG00000142609	8.070568182	8.517761996	10.5931144	9.082124897	11.1213873	9.239084763	10.9399027	11.83127375	30.82959073	8.415986289	9.808317943	12.41889197	11.0278983	13.91568484	6.632378104	11.33193739
ENSG00000187730	17.66301494	6.260919074	48.73930358	40.69551435	53.08940851	52.08059425	56.30982629	57.6269602	42.19086584	36.46927392	35.9225777	27.2815014	27.85805681	27.50774909	12.57268197	42.16534842
ENSG00000067606	110.5898429	78.11588565	137.3811676	144.048197	131.2987664	149.0277029	142.9599902	134.7033802	123.0899956	119.0435162	117.576051	97.18784492	117.9552651	128.6715416	125.2654369	124.4254255
ENSG00000162585	3.597167533	1.74723323	6.970598597	4.493594897	5.533028505	7.150798481	6.006722277	6.175347763	23.00800938	7.65366869	8.694439564	9.013711916	10.3791984	18.57582115	17.35952878	10.50368947
ENSG00000157933	55.38715649	58.38671043	69.37666636	69.14440035	63.82348381	75.27322826	67.12192639	76.6435685	244.866879	75.95732553	72.09268393	88.09401112	87.53844759	214.1073741	126.4188939	94.98497683
ENSG00000116151	7.563275325	5.532905228	12.2671558	11.8352429	11.50869929	10.72619772	13.52151525	14.08210144	15.58607087	12.19708158	13.4903048	16.14455956	8.757448647	13.65678837	11.47689776	10.80487053
ENSG00000157916	35.14155974	31.74140368	49.31561291	42.91066676	47.19673315	47.08136345	41.79145074	46.02654057	69.766222	45.12920184	47.18512575	58.44891416	42.52588232	64.20632259	70.01484363	43.74654898
ENSG00000157911	9.454094156	8.954570303	15.7524551	14.39849069	14.19221812	17.18090078	14.64617815	15.09208823	17.41300958	12.77644295	13.24277628	16.14455956	13.22627018	19.48195877	23.06914123	13.02608085
ENSG00000149527	26.4253461	31.52299952	54.3377371	66.01154193	51.98280281	64.48374914	51.53000898	49.86449035	209.0132068	49.70310743	40.68750188	64.89872579	49.22911462	119.9985102	139.5106316	62.08094602
ENSG00000157881	9.315741559	4.950494151	23.51890944	20.12624193	18.89529235	21.48403615	18.88922452	18.81461094	37.96607007	19.02744726	16.36782395	17.94730195	19.31684146	25.17768094	22.60775841	24.73449456
ENSG00000197921	0.783998052	1.092020769	3.018763172	2.025282207	1.632243409	3.638680643	1.482510179	2.423968281	0.057091835	1.31118627	0.990114114	3.68560665	0.684738783	3.495102238	6.574705251	1.20472424
ENSG00000157873	5.718574026	8.444960611	8.040887358	8.449224207	7.746239907	9.302366166	7.310308814	9.436162236	28.71719285	6.738887572	7.487737988	7.81188366	6.306804581	17.0871665	7.151433781	8.884841273
ENSG00000157870	13.28184935	7.935350919	35.29208581	25.47425276	27.25016539	35.97547732	32.64078446	34.65697506	61.31663046	30.43171854	32.05494444	32.52948478	33.66031702	51.26149949	24.85699968	41.71357683
ENSG00000215912	0.968468182	2.766452614	3.018763172	3.322728621	3.07083082	3.417195734	3.195065041	2.279684455	6.051734477	3.293212026	3.125047673	4.76725208	2.883110666	7.313825053	4.556155393	4.404773004
ENSG00000142611	9.500211688	12.81304369	12.3494857	12.40485352	11.37037358	15.3457401	17.53451695	15.29408558	69.9374975	17.62478288	20.91616066	30.92704711	15.10029211	87.31283183	35.87251461	21.19561711
ENSG00000130762	0.461175325	0	1.152618666	0.537965586	0.553302851	1.107424544	1.047981334	1.21198414	8.849234377	1.219708158	1.577994369	1.642498616	1.441555333	5.307377472	5.190556777	1.543552933
ENSG00000162591	1.199055844	1.164822153	4.061608632	2.056927241	3.900785096	2.974225917	3.11838348	2.683679168	14.95806069	3.47616825	4.733983108	3.445240999	4.036354932	11.71506491	7.093760928	6.098916467
ENSG00000158109	50.03752273	44.8456529	67.70262496	59.30279462	58.04146902	66.1607063	70.0358257	71.65134811	46.58693711	65.711777	69.24610586	57.56757344	66.49173973	47.31332844	29.52850077	74.09054079
ENSG00000116213	5.995279221	4.659288613	9.879588563	9.430220276	9.212492461	6.834391469	7.054703611	8.714743105	14.33005051	7.928103026	8.663498498	11.17700278	7.496087731	11.06782375	18.05160301	11.70841371
ENSG00000130764	40.86013377	29.12055383	47.4220251	49.99915449	49.60360055	51.47942092	45.72777087	47.90223031	55.66453883	49.82507825	43.68878528	33.25058173	39.28238282	37.15164231	40.71703427	46.79600722
ENSG00000116198	44.36506623	44.11763905	40.03977698	34.27157235	43.54493434	32.55828158	35.75916794	40.65918224	69.9374975	41.28712114	42.26549625	47.27191138	35.57037784	47.76639725	97.35177599	45.13951138
ENSG00000169598	2.905404545	5.460103843	5.598433519	4.999915449	6.252322211	4.58790168	5.39326979	5.16536098	15.98571371	5.915584565	7.859030781	10.01523546	6.955504481	12.23285783	12.05362629	9.449555761
ENSG00000198912	12.54396883	5.824110766	10.04424837	9.461865311	9.378483316	8.732833543	8.818379514	9.349591941	7.479030345	7.775639506	8.756321697	8.45285873	7.856476564	9.579169096	18.8013501	10.05191788
ENSG00000196581	208.2206591	237.0413082	164.3579331	212.5596966	164.1926209	188.831705	172.9680411	186.6744144	159.0578515	154.4455455	163.5854163	155.8771247	170.175607	154.9495325	74.74401759	190.2711347
ENSG00000131697	14.29643507	10.92020769	21.35088862	20.47433731	18.75696663	21.00942563	20.85738459	21.20972246	63.37193651	21.03996572	21.68968731	35.01326318	20.39800796	48.28419017	33.62327334	30.53222997
ENSG00000069424	100.121163	101.1211232	197.1526784	166.5794615	174.0414116	212.7837159	205.8133097	226.4967504	253.0310114	212.1377413	188.9880315	220.6156068	195.5830198	251.3237405	112.1736992	204.1254635
ENSG00000116254	288.6496357	307.5130485	344.9074141	400.056526	366.0375008	375.8282494	342.9199407	401.8593129	803.681757	347.8302739	298.8288161	465.668388	315.5204235	519.3463029	195.3379534	451.2445233
ENSG00000116251	49.29964221	32.83342444	50.9347677	44.27140324	47.03074229	40.7215825	49.5362884	41.46717166	32.82780495	41.04317951	39.97585736	28.32308589	40.14731602	23.23595747	33.27723622	34.56052665
ENSG00000158286	10.5147974	9.755385533	8.94651631	8.923899725	11.89601129	8.479707934	10.65873698	10.76357344	23.29346855	11.49574939	10.4890214	15.34334073	8.000632097	15.72796007	7.036088075	20.44266446
ENSG00000116237	30.76039416	34.65345906	41.41194206	48.35361269	43.73859033	55.02317946	47.59368885	44.87226996	45.38800858	36.13385418	28.21825225	33.65119115	32.68726717	46.86025963	34.37302043	34.22169796
ENSG00000158292	4.519518182	4.076877536	12.12993929	13.92381517	12.00667186	12.5929991	20.70402147	13.82239055	51.61101856	9.208796592	8.5706753	20.99193353	9.33407078	14.10985718	11.13086064	16.41436778
ENSG00000097021	38.23143442	22.71403199	62.70794408	61.51794704	58.40111587	74.83025844	68.2721498	65.764568	41.791223	61.076886	52.47604805	44.10709697	42.09341572	27.57247321	29.06711795	65.35629005
ENSG00000215788	8.716213636	8.517761996	12.98068164	13.10104428	14.10922269	9.460569672	10.9399027	13.73582026	74.56193611	13.38629703	12.93336562	32.24905819	18.37983049	31.00285133	6.574705251	29.13926757
ENSG00000171680	40.35284091	38.65753521	66.96165582	58.82811911	66.36867692	61.22475691	63.18560625	61.60919381	293.908765	62.54053579	54.14686561	101.9951579	67.644984	141.0985718	40.65936142	92.38729019
ENSG00000162408	39.75331299	42.80721413	41.16495235	43.32205221	44.0429069	38.38017061	44.55198693	45.82454322	35.91076402	42.87274175	39.63550563	46.39057066	34.99375571	49.38450014	46.42664673	41.63828156
ENSG00000204859	5.810809091	3.49446646	12.2397125	10.25299117	11.647025	8.89103705	11.29774999	11.48499257	15.75734638	12.10560347	11.29348911	13.86108588	10.30712063	14.82182245	17.59022019	13.7790335
ENSG00000162413	12.54396883	9.027371688	30.81882766	22.46797448	23.51537115	29.99538478	28.11657236	27.67363787	144.0997908	30.67566017	37.22210248	43.46612191	37.91290525	85.63000483	72.03339349	37.64763251
ENSG00000116273	8.208920779	5.678507997	11.69084647	10.75931172	10.56808444	14.83948888	9.559634603	9.378448706	20.61015232	9.422245519	8.663498498	10.65621053	7.568165498	16.82827003	15.39865177	11.55782318
ENSG00000041988	3.873872727	1.237623538	9.330722532	8.227708966	8.852845608	8.38478583	8.639455871	7.041050721	24.37821341	8.415986289	7.642443318	7.892005544	8.144787631	12.42703018	14.0145033	13.36490954
ENSG00000007923	47.22435325	51.76178443	47.44946841	48.22703255	47.03074229	47.90402168	52.01565887	56.47268959	52.18193691	45.22067995	47.49453641	44.86825487	40.65186039	46.21301848	47.29173952	48.64074121
ENSG00000171735	320.4707331	407.760555	267.4075304	288.3179092	306.7234352	315.5210728	370.1418949	387.4020735	154.718872	263.7009037	272.4670278	213.7651857	252.1280277	141.6810889	118.6330588	258.6015877
ENSG00000049245	46.20976753	45.57366675	49.78214904	28.48053104	42.16167721	32.30515597	31.03047168	32.78128532	39.27918227	41.714019	45.11207432	51.83885875	48.36418142	49.12560368	98.04385023	33.88286926
ENSG00000049246	66.13254156	64.42922535	73.10895537	57.05599718	79.92459676	75.52635387	75.14792977	71.65134811	88.94907845	61.076886	64.32647635	73.83231583	51.60768092	94.82082923	150.8721836	55.53025796
ENSG00000116288	80.01391883	59.62433397	79.86000755	63.1318438	68.47122775	63.05991758	66.66183702	64.29287297	31.97142743	59.12535295	61.04672335	48.43367869	55.21156925	27.44302498	31.08566781	43.52066319
ENSG00000116285	37.4935539	44.55444736	32.05377623	32.40451531	30.48698706	33.60242472	30.59594283	36.12867009	21.92326452	25.40042239	29.67248236	29.20442661	27.71390127	49.57867248	25.14536394	22.77681767
ENSG00000162426	4.427283117	3.348863691	14.62727973	11.45550248	13.44525927	15.75706922	14.67173867	16.59264002	10.61908125	12.3800378	11.8504283	10.61614959	8.324982047	7.119652707	5.767285308	12.00959477
ENSG00000142599	208.9124221	222.6994354	199.4304725	202.3067055	196.1181954	185.6992756	174.8850801	204.9696036	467.3537588	227.5365568	240.5977297	282.9103713	273.8955132	356.9534971	375.2195821	281.7172341
ENSG00000074800	247.2360916	194.598101	359.5072505	343.7916546	334.7205594	392.4079768	347.9298027	334.2190551	236.3601956	371.3096559	297.5602324	380.6590694	285.391917	304.9800323	210.6212594	224.7563661
ENSG00000142583	2.99763961	5.168898305	3.814618917	8.987189794	2.877174823	6.011733236	3.09282296	3.433955065	11.1899996	12.89841377	13.73783333	4.32658172	16.14541973	20.97061343	4.152445421	4.254182474
ENSG00000049239	13.05126169	9.682584149	19.2377544	16.01238745	21.2744946	18.35160672	22.16097113	16.41949943	34.02673348	26.58963784	26.54743468	32.1689363	25.69572381	54.10936057	101.7349128	26.84276198
ENSG00000171621	4.381165584	2.766452614	9.166062723	8.196063931	8.963506178	9.207444062	8.281608587	7.387331904	23.46474406	7.562190578	6.807034534	9.294138509	6.450960115	15.33961538	34.7767304	6.43774516
ENSG00000171612	16.00278377	12.37623538	14.0784137	14.87316621	12.28332328	18.00355901	12.78026016	14.83237734	10.96163226	9.666187151	10.92219632	19.34943491	9.261993014	15.46906361	12.22664485	11.36958502
ENSG00000188807	4.012225325	4.586487228	9.742372055	8.828964621	10.42975873	9.776976685	9.943042408	10.53271932	27.68953983	11.03835883	9.715494745	15.02285319	10.05484845	24.33626743	22.60775841	16.33907251
ENSG00000171608	10.69926753	8.226556457	13.36488786	13.44913966	12.67063528	13.54222013	14.3394519	14.51495292	29.11683569	16.2526112	16.73911674	15.62376732	20.57820238	33.7859883	14.87959609	18.93675915
ENSG00000171603	759.6941123	716.0016173	924.3452833	999.318544	949.2463703	1064.361549	986.5338426	1066.690327	662.8362008	1018.151385	944.4451006	614.3746042	732.9948479	530.025782	329.3119911	913.7833364
ENSG00000178585	8.208920779	6.479323227	21.1313422	19.61992138	21.32982489	28.35006832	22.36545529	23.57597721	25.06331543	20.79602409	16.98664527	29.88546262	17.76716948	29.64364491	35.46880464	25.18626615
ENSG00000162441	35.74108766	32.39661614	33.75526092	35.15763331	34.38777216	35.5325075	35.47800222	32.08872296	35.51112118	26.16273999	29.95095195	31.40777841	31.78629509	30.61450664	58.42260017	28.64984834
ENSG00000173614	11.57550065	6.115316304	9.769815357	9.841605725	7.856900477	8.796114946	9.712997725	9.118737819	10.44780575	8.934362256	9.777376877	11.41736843	8.973681947	11.77978902	13.49544762	9.148374701
ENSG00000162444	1.106820779	2.111240153	2.771773458	1.075931172	0.553302851	1.740238568	1.789236423	0.519421774	2.911683569	1.860054941	2.784695946	0.921401663	1.801944166	2.071171696	8.477909402	0.60236212
ENSG00000130939	96.33952533	110.4397004	98.57633922	85.59981828	95.85971885	81.15839869	97.36002194	94.9099009	123.5467303	95.89955391	100.3418773	97.02760116	99.32316243	76.43918042	164.3099584	104.7357137
ENSG00000054523	1128.726607	1112.186752	985.7085056	1027.229464	1030.111582	1069.202576	1042.255777	1053.358502	652.6167624	1008.790125	989.619057	898.4467428	921.6584021	862.9666322	1412.754209	885.4723167
ENSG00000142657	64.33395779	45.71926951	82.76899752	65.22041607	72.89765056	70.21071606	82.40711754	69.1696663	95.91428228	79.03708863	82.08664827	54.48288091	64.32940673	60.64649624	44.46576972	55.86908665
ENSG00000160049	65.9019539	66.1036572	58.53656224	59.52430986	57.01785875	51.76418724	56.00310004	57.19410872	87.63596625	53.85011517	56.83873836	56.52598895	59.57227413	63.68852967	87.54739097	61.21505047
ENSG00000142655	14.0658474	13.17705061	25.96136328	18.38576504	22.93440315	23.98365154	25.07487044	24.21082604	20.49596865	23.75381637	21.68968731	17.94730195	19.06456928	21.16478577	19.26273293	24.01918954
ENSG00000130940	0.830115584	1.019219384	0.795855745	1.835412	0.995945131	1.613675763	1.226904976	1.096557079	11.81800978	1.494142493	2.258697823	2.043108034	3.531810566	7.896342093	2.191568417	2.145915053
ENSG00000120948	53.08127987	69.67092504	48.54720047	49.14473855	49.63126569	48.3153508	40.02777484	45.85339998	35.33984568	42.11042415	53.31145683	46.51075349	56.79728012	38.57557285	57.78819878	48.30191252
ENSG00000116649	8.577861039	4.222480305	19.97872354	16.67693317	15.13283296	19.83871968	18.02016683	17.89119445	19.63959113	20.73503868	17.88393619	17.74699724	18.70418044	22.20037162	16.8404731	24.5462564
ENSG00000171824	65.57913117	82.33836596	50.57800478	50.82192538	58.62243701	47.14464485	49.25512268	56.50154636	115.9535163	51.16675722	46.90665616	72.99103605	62.63557921	76.11555985	80.33828433	64.11391817
ENSG00000198793	111.0510182	100.1747052	132.1669403	131.8648587	147.2062234	146.5597282	153.9510139	154.2105535	124.6314751	128.130342	119.3087507	127.9145873	118.5679261	144.011157	139.1069216	146.7128239
ENSG00000120942	9.315741559	4.877692767	11.16942374	9.082124897	11.86834614	9.175803361	10.07084501	11.48499257	16.15698922	11.12983694	11.13878378	12.49901386	9.586342964	20.06447581	25.3183825	11.03075633
ENSG00000204624	3.643285065	1.674431845	9.358165834	9.80996069	9.738130169	9.14416266	8.895061075	7.041050721	39.27918227	10.33702664	8.849144895	9.214016625	5.586026915	18.25220058	16.03305316	16.86613937
ENSG00000116661	35.83332273	15.94350322	66.6597795	48.25867759	50.26756397	68.09078908	64.94928216	53.24073188	120.1212202	55.98460444	44.89548686	49.8758726	42.30964902	123.6877848	44.29275116	43.93478714
ENSG00000132879	42.19754221	25.84449152	80.02466736	71.32790773	77.7390505	87.83458665	73.86990375	75.46044113	105.5057105	67.11444138	59.12837725	65.29933521	61.8066849	98.38065558	43.31231266	84.66952553
ENSG00000116663	1.475761039	0.145602769	3.622515807	3.38601869	2.683518825	4.176572564	2.581612553	3.289671238	2.911683569	3.47616825	3.155988739	3.24493629	2.991227316	3.689274584	1.268802768	2.409448481
ENSG00000116670	2.813169481	2.475247076	4.39092825	4.58853	4.537083374	4.113291162	3.501791285	3.318528004	10.61908125	5.122774263	4.022338589	3.925972301	5.261676965	6.537135667	5.940303867	4.593011167
ENSG00000162490	1.337408442	3.567267844	1.975917713	2.911343173	2.074885689	3.005866618	2.147083708	2.625965638	9.933979237	4.116515033	3.77481006	2.243412743	2.162332999	8.155238555	1.557167033	5.120078022
ENSG00000177674	0.783998052	0.072801385	2.552227046	1.708831862	1.687573694	2.5312561	1.712554862	1.269697671	9.534336394	3.079763098	2.382462087	5.087739615	3.243499499	3.818722815	9.343002198	3.087105866
ENSG00000177000	18.58536558	10.04659107	33.20639489	29.61975228	28.79941337	32.46335948	31.77172677	36.18638362	62.68683449	30.40122583	36.23198836	41.86368423	30.63305082	60.45232389	58.48027302	51.38901838
ENSG00000011021	50.77540325	50.5241609	84.27837911	80.41003262	80.53322989	87.42325754	91.17437602	90.11967787	101.9660168	85.13562942	77.25984197	78.35920225	88.18714749	83.49410902	85.06745829	103.0792178
ENSG00000116685	6.456454546	4.149678921	17.37160989	14.33520062	16.10111295	16.61136815	14.59505711	14.34181233	25.63423378	18.23463696	14.82077065	13.9812687	17.73113059	25.11295682	30.9703221	18.89911152
ENSG00000083444	8.808448701	6.624925997	22.11930106	21.86671883	20.22321919	22.62310139	23.1322709	21.35400628	90.54764982	28.66314171	25.30979204	25.47875902	37.87686637	37.86360758	41.75514563	47.02189301
ENSG00000116688	102.8882149	63.91961566	151.2674782	129.1433857	136.0018407	151.2425519	168.3160264	154.2971238	115.3825979	130.600251	123.4548536	118.500266	120.9825313	126.6650941	161.3686429	138.2797542
ENSG00000116691	1.614113636	0.364006923	7.766454343	5.822686345	5.975670786	6.201577444	6.18564592	5.107647449	19.5824993	7.592683282	7.580561186	6.850421056	6.631154531	9.320272634	11.01551494	10.61663237
ENSG00000028137	0.922350649	1.820034614	4.143938536	9.271995104	1.659908552	3.607039942	2.990580879	3.318528004	25.3487746	7.043814611	8.663498498	5.488349033	12.07302591	29.25530021	9.631366464	4.630658799
ENSG00000048707	389.5086792	423.6312569	350.8351672	399.4869153	393.9792947	418.764681	407.3580125	420.6162103	370.1834562	409.2730724	369.3125646	376.9734628	364.1368771	409.9625477	364.1463943	365.3702736
ENSG00000162496	8.716213636	5.314501074	16.87763046	13.35420455	11.53636443	11.01096403	13.52151525	14.89009087	23.35056039	20.97898031	19.77134122	26.56040445	21.91164106	31.65009249	12.45733626	10.69192763
ENSG00000162494	0.876233117	0	1.23494857	1.012641103	1.023610273	1.328909452	1.124662895	0.981130018	0.742193851	1.15872275	0.742585586	1.001523546	1.009088733	0	0.115345706	0.75295265
ENSG00000162493	4.519518182	4.659288613	4.994680885	4.050564414	4.288097092	5.125793602	4.115243773	5.251931275	6.908111998	9.483230927	5.847861486	5.608531859	12.50549251	6.084066858	2.768296948	4.931839859
ENSG00000116731	304.1451266	374.4175209	243.7788478	253.4134362	273.3869384	258.947499	242.4670958	288.6830796	203.5894825	229.3051337	251.8293367	207.0750084	242.6858403	182.2631093	172.2111393	281.7925294
ENSG00000189337	46.16365	46.88409167	73.21872857	73.03673959	70.98875572	85.71465967	66.99412378	80.51037504	135.9356584	77.2685118	73.17562125	79.00017732	72.90666096	104.4647224	208.429691	97.46972058
ENSG00000171729	1.890818831	0.655212461	2.579670347	2.341732552	2.572858255	3.417195734	2.760536196	2.597108872	9.020509882	2.347938204	3.063165541	3.445240999	2.486682949	4.789584548	4.037099715	2.974162969
ENSG00000142621	12.40561623	8.080953688	3.018763172	5.348010828	5.69901936	2.594537502	3.322867643	3.809093013	10.39071391	3.842080697	5.476568694	2.724144046	4.973365898	4.660136317	3.74873545	3.463582191
ENSG00000142634	49.89917013	39.89515875	108.1540515	74.27089593	72.34434771	85.14512705	73.63985907	79.76009915	84.49591535	77.32949721	64.94529767	50.55690861	60.5092851	60.0639792	34.7767304	69.27164383
ENSG00000132906	9.776916883	9.027371688	10.89499072	11.04411704	10.90006616	10.59963492	7.361429855	10.07101107	25.1774991	10.42850475	11.72666404	15.2231579	12.25322033	19.99975169	20.07015287	17.58144438
ENSG00000116138	67.3315974	57.65869659	54.85915983	52.08772676	61.96991926	50.8149662	64.56587435	60.88777468	27.86081533	52.02055293	51.20746434	40.50161221	46.20184842	27.70192144	45.67689964	49.95840835
ENSG00000116771	3.412697403	1.456027692	3.896948822	3.607533931	3.928450239	5.410559913	4.064122732	4.963363623	2.112397884	3.62863177	2.258697823	2.323534627	3.135382849	1.488654657	0.922765649	2.522391378
ENSG00000197312	53.49633766	52.48979828	47.80623133	49.87257435	50.98685768	50.8149662	52.75691396	54.04872131	33.34163146	46.04398296	57.27191329	44.7080111	41.73302689	41.16453747	55.3082661	44.2359682
ENSG00000116786	71.98946818	52.05298997	122.0952487	118.4473641	118.4898054	126.1198352	125.706639	130.7211466	259.2540213	114.0427128	115.2864122	179.8736289	147.7594216	268.9287	167.8280025	133.9126289
ENSG00000162461	0.922350649	0.655212461	1.701484697	3.702469035	2.074885689	2.056645581	1.686994342	2.395111516	13.75913216	3.903066105	2.413403153	6.610055405	5.045443665	5.372101588	3.864081156	5.647144877
